cat1	cat2	cat3	brand	sku_size	product_id	descripcion
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	1000	20733	Sabor 2
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	450	21158	Sabor 3
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20087	Sabor 7
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20051	Sabor 8
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	3000	20049	Sabor 8
HC	ROPA ACONDICIONADOR	ACONDICIONADOR	DOWNY	900	20074	Sabor 9
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	450	20724	Cuidado Celestial
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	1000	20588	Cuidado Celestial
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	450	20705	Elegancia suprema
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	450	20978	Esencia de mar
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	1000	20737	Intenso Botella
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	1000	20881	Intenso Botella
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	450	20473	Intenso Doypack
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	1000	20304	Intenso Doypack
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	1000	20666	Lujo asiatico
HC	ROPA ACONDICIONADOR	Concentrado	VIVERE	1000	20752	Perfume intenso
HC	ROPA ACONDICIONADOR	Diluido	ROPEX2	800	20172	Regular
HC	ROPA ACONDICIONADOR	Diluido	ROPEX2	4000	20260	Regular
HC	ROPA ACONDICIONADOR	Diluido	VIVERE	4000	20190	Duluido clasico
HC	ROPA ACONDICIONADOR	Diluido	VIVERE	900	20055	Regular
HC	ROPA ACONDICIONADOR	Diluido	VIVERE	2000	20371	Regular
HC	ROPA ACONDICIONADOR	Diluido	VIVERE	3000	20056	Regular clasico
HC	ROPA ACONDICIONADOR	Diluido	VIVERE	900	20217	Regular concentrado
HC	ROPA LAVADO	Liquido	ARIEL	1000	20919	Capsulas
HC	ROPA LAVADO	Liquido	ARIEL	800	20427	Regular
HC	ROPA LAVADO	Liquido	ARIEL	4000	20370	Regular
HC	ROPA LAVADO	Liquido	ARIEL	450	20635	Ropa delicada
HC	ROPA LAVADO	Liquido	ARIEL	500	20897	Vainilla
HC	ROPA LAVADO	Liquido	ARIEL	800	20378	con suavizante
HC	ROPA LAVADO	Liquido	ARIEL	3000	20135	con suavizante
HC	ROPA LAVADO	Liquido	ARIEL	1000	20413	concentrado
HC	ROPA LAVADO	Liquido	ARIEL	1000	20780	concentrado
HC	ROPA LAVADO	Liquido	ARIEL	1500	20098	diluido
HC	ROPA LAVADO	Liquido	ARIEL	400	20261	genoma
HC	ROPA LAVADO	Liquido	ARIEL	800	20045	genoma
HC	ROPA LAVADO	Liquido	ARIEL	1400	20150	genoma
HC	ROPA LAVADO	Liquido	ARIEL	3000	20001	genoma
HC	ROPA LAVADO	Liquido	ARIEL	3000	20102	genoma
HC	ROPA LAVADO	Liquido	ARIEL	500	20753	para diluir
HC	ROPA LAVADO	Liquido	ARIEL	800	20682	ropa blanca
HC	ROPA LAVADO	Liquido	ARIEL	800	20611	ropa negra
HC	ROPA LAVADO	Liquido	ARIEL	800	20445	seda delicada
HC	ROPA LAVADO	Liquido	ARIEL	1000	20805	seda delicada
HC	ROPA LAVADO	Liquido	LIMPIEX	2	21052	Baja Espuma
HC	ROPA LAVADO	Liquido	LIMPIEX	400	20174	Baja Espuma
HC	ROPA LAVADO	Liquido	LIMPIEX	1400	20126	Baja Espuma
HC	ROPA LAVADO	Liquido	LIMPIEX	3000	20085	Biotema
HC	ROPA LAVADO	Liquido	LIMPIEX	500	20740	Diluir Heave Duty
HC	ROPA LAVADO	Liquido	LIMPIEX	400	20493	Mahcnas Prelavado ropa color
HC	ROPA LAVADO	Liquido	LIMPIEX	400	20731	Manchas Ropa Blanca
HC	ROPA LAVADO	Liquido	LIMPIEX	400	20439	Manchas Ropa Color
HC	ROPA LAVADO	Liquido	LIMPIEX	800	20026	Maquina 1er lavado
HC	ROPA LAVADO	Liquido	LIMPIEX	1500	20110	Maquina 1er lavado
HC	ROPA LAVADO	Liquido	LIMPIEX	1500	20373	Maquina 1er lavado
HC	ROPA LAVADO	Liquido	LIMPIEX	3000	20002	Maquina 1er lavado
HC	ROPA LAVADO	Liquido	LIMPIEX	3000	20168	Maquina 1er lavado
HC	ROPA LAVADO	Liquido	LIMPIEX	120	20332	Ropa Fina Regular
HC	ROPA LAVADO	Liquido	LIMPIEX	450	20180	Ropa Fina Regular
HC	ROPA LAVADO	Liquido	LIMPIEX	900	20280	Ropa Fina Regular
HC	ROPA LAVADO	Liquido	LIMPIEX	450	20222	Ropa fina Maquina
HC	ROPA LAVADO	Liquido	LIMPIEX	900	20288	Ropa fina Maquina
HC	ROPA LAVADO	Liquido	LIMPIEX	450	20507	Ropa fina Oscura
HC	ROPA LAVADO	Liquido	LIMPIEX	900	20582	Ropa fina Oscura
HC	ROPA LAVADO	Liquido	ROPEX1	1500	20333	Lisana
HC	ROPA LAVADO	Liquido	ROPEX1	3000	20104	Lisana
HC	ROPA LAVADO	Liquido	ROPEX1	800	20015	Maquina Rosas
HC	ROPA LAVADO	Liquido	ROPEX1	400	20236	Rosas
HC	ROPA LAVADO	Liquido	ROPEX1	1500	20247	Rosas
HC	ROPA LAVADO	Liquido	ROPEX1	3000	20009	Rosas
HC	ROPA LAVADO	Liquido	ROPEX1	3000	20151	Rosas
HC	ROPA LAVADO	Liquido	ROPEX2	800	20089	Regular
HC	ROPA LAVADO	Liquido	ROPEX2	800	20210	Regular
HC	ROPA LAVADO	Liquido	ROPEX2	3000	20032	Regular
HC	ROPA LAVADO	Liquido	ROPEX2	3000	20127	Regular
HC	ROPA LAVADO	Liquido	ROPEX2	4000	20149	Regular
HC	ROPA LAVADO	Polvo	ARIEL	5000	20036	Intelligent Clean
HC	ROPA LAVADO	Polvo	ARIEL	400	20195	bioenzimas
HC	ROPA LAVADO	Polvo	ARIEL	800	20060	bioenzimas
HC	ROPA LAVADO	Polvo	ARIEL	1500	20147	bioenzimas
HC	ROPA LAVADO	Polvo	ARIEL	3000	20034	bioenzimas
HC	ROPA LAVADO	Polvo	ARIEL	475	20691	future concentrado
HC	ROPA LAVADO	Polvo	ARIEL	3000	20626	future concentrado
HC	ROPA LAVADO	Polvo	ARIEL	475	20649	genoma
HC	ROPA LAVADO	Polvo	ARIEL	900	20557	genoma
HC	ROPA LAVADO	Polvo	ARIEL	1800	20562	genoma
HC	ROPA LAVADO	Polvo	ARIEL	3000	20468	genoma
HC	ROPA LAVADO	Polvo	ARIEL	600	20279	maquina genoma
HC	ROPA LAVADO	Polvo	ARIEL	2500	20204	maquina genoma
HC	ROPA LAVADO	Polvo	ARIEL	800	20363	ropa blanca
HC	ROPA LAVADO	Polvo	ARIEL	800	20472	ropa negra
HC	ROPA LAVADO	Polvo	LIMPIEX	400	20041	Con suavizante, formula original
HC	ROPA LAVADO	Polvo	LIMPIEX	800	20050	Con suavizante, formula original
HC	ROPA LAVADO	Polvo	LIMPIEX	420	20814	Manchas Ropa Color
HC	ROPA LAVADO	Polvo	LIMPIEX	400	20010	Mano con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	800	20022	Mano con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	3000	20025	Mano con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	400	20035	Maquina Sunny con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	800	20031	Maquina Sunny con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	3000	20016	Maquina Sunny con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	400	20021	Maquina con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	800	20020	Maquina con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	3000	20011	Maquina con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	5000	20030	Maquina con suavizante
HC	ROPA LAVADO	Polvo	LIMPIEX	1500	20156	Multiaccion Acelerador
HC	ROPA LAVADO	Polvo	LIMPIEX	800	20043	Máquina Formula Original
HC	ROPA LAVADO	Polvo	LIMPIEX	3000	20024	Máquina Formula Original
HC	ROPA LAVADO	Polvo	LIMPIEX	800	20455	Máquina Progresivo
HC	ROPA LAVADO	Polvo	LIMPIEX	3000	20498	Máquina Progresivo
HC	ROPA LAVADO	Polvo	ROPEX1	400	20091	Maquina Polvo Blancos
HC	ROPA LAVADO	Polvo	ROPEX1	800	20067	Maquina Polvo Blancos
HC	ROPA LAVADO	Polvo	ROPEX1	800	20141	Maquina Polvo Magico
HC	ROPA LAVADO	Polvo	ROPEX1	400	20069	Maquina Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX1	800	20038	Maquina Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX1	3000	20028	Maquina Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX1	5000	20064	Maquina Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX1	400	20113	Polvo Blancos
HC	ROPA LAVADO	Polvo	ROPEX1	800	20115	Polvo Blancos
HC	ROPA LAVADO	Polvo	ROPEX1	3000	20083	Polvo Magico
HC	ROPA LAVADO	Polvo	ROPEX1	400	20071	Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX1	800	20066	Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX1	3000	20072	Polvo Rosas
HC	ROPA LAVADO	Polvo	ROPEX2	5000	20128	Regular
HC	ROPA MANCHAS	Ladrillo	LIMPIEX	200	20039	Multiaccion
HC	ROPA MANCHAS	Ladrillo	LIMPIEX	200	20082	Multiaccion
HC	VAJILLA	Cremoso	MUSCULO	300	20816	Platos y Sartenes
HC	VAJILLA	Cristalino	Importado	500	20524	Abrillantador
HC	VAJILLA	Cristalino	Importado	1000	20311	Abrillantador
HC	VAJILLA	Cristalino	Importado	16	20652	Tabletas
HC	VAJILLA	Cristalino	LIMPIEX	750	20040	Cristalino Lavanda
HC	VAJILLA	Cristalino	LIMPIEX	4000	20178	Cristalino Limón
HC	VAJILLA	Cristalino	LIMPIEX	750	20029	Cristalino Naranja
HC	VAJILLA	Cristalino	LIMPIEX	750	20018	Desengrasante cristal Aloe Vera
HC	VAJILLA	Cristalino	LIMPIEX	750	20006	Desengrasante cristal Limon
HC	VAJILLA	Cristalino	LIMPIEX	750	20109	Desengrasante cristal Limon
HC	VAJILLA	Cristalino	LIMPIEX	300	20148	Lima
HC	VAJILLA	Cristalino	LIMPIEX	500	20162	Lima
HC	VAJILLA	Cristalino	LIMPIEX	750	20620	Limon
HC	VAJILLA	Cristalino	LIMPIEX	300	20442	Ultra Lago
HC	VAJILLA	Cristalino	LIMPIEX	500	20548	Ultra Lago
HC	VAJILLA	Cristalino	LIMPIEX	450	20286	Ultra Limon
HC	VAJILLA	Gel	MUSCULO	300	20412	Active Gel Aloe Vera
HC	VAJILLA	Gel	MUSCULO	500	20374	Active Gel Aloe Vera
HC	VAJILLA	Gel	MUSCULO	750	20564	Active Gel Aloe Vera
HC	VAJILLA	Gel	MUSCULO	300	20477	Active Gel Antibacterial
HC	VAJILLA	Gel	MUSCULO	500	20408	Active Gel Antibacterial
HC	VAJILLA	Gel	MUSCULO	750	20712	Active Gel Antibacterial
HC	VAJILLA	Gel	MUSCULO	300	20144	Active Gel Citrica
HC	VAJILLA	Gel	MUSCULO	500	20124	Active Gel Citrica
HC	VAJILLA	Gel	MUSCULO	300	20070	Active Gel Limon
HC	VAJILLA	Gel	MUSCULO	450	20112	Active Gel Limon
HC	VAJILLA	Gel	MUSCULO	500	20042	Active Gel Limon
HC	VAJILLA	Gel	MUSCULO	750	20202	Active Gel Limon
HC	VAJILLA	Gel	MUSCULO	900	20165	Active Gel Limon
HC	VAJILLA	Gel	MUSCULO	300	20103	Active Gel Limon Verde
HC	VAJILLA	Gel	MUSCULO	450	20073	Active Gel Limon Verde
HC	VAJILLA	Gel	MUSCULO	500	20063	Active Gel Limon Verde
HC	VAJILLA	Gel	MUSCULO	750	20183	Active Gel Limon Verde
HC	VAJILLA	Gel	MUSCULO	900	20185	Active Gel Limon Verde
HC	VAJILLA	Gel	MUSCULO	300	20485	Active Gel Pepino
HC	VAJILLA	Gel	MUSCULO	500	20376	Active Gel Pepino
HC	VAJILLA	Gel	MUSCULO	750	20595	Active Gel Pepino
HC	VAJILLA	Opaco	Importado	1000	20196	Polvo
HC	VAJILLA	Opaco	Importado	1000	20388	Polvo Maquina
HC	VAJILLA	Opaco	LIMPIEX	750	20017	Desengrasante crema colageno
HC	VAJILLA	Opaco	LIMPIEX	750	20008	Desengrasante crema glicerina
HC	VAJILLA	Opaco	LIMPIEX	1250	20097	Glicerina Crema
HC	VAJILLA	Opaco	LIMPIEX	4000	20099	Glicerina Crema
HC	VAJILLA	Opaco	LIMPIEX	300	20345	Menta
HC	VAJILLA	Opaco	LIMPIEX	500	20546	Menta
HC	VAJILLA	Opaco	LIMPIEX	300	20233	Ultra Glicerina
HC	VAJILLA	Opaco	LIMPIEX	500	20361	Ultra Glicerina
PC	CABELLO	ACONDICIONADOR	CAPILATIS	400	20824	Brillo
PC	CABELLO	ACONDICIONADOR	CAPILATIS	400	20893	Caída
PC	CABELLO	ACONDICIONADOR	CAPILATIS	200	21079	Desintoxicante uso diario
PC	CABELLO	ACONDICIONADOR	NIVEA	400	20769	Caida
PC	CABELLO	ACONDICIONADOR	NIVEA	200	20943	Fuerza
PC	CABELLO	ACONDICIONADOR	NIVEA	400	20610	liso
PC	CABELLO	ACONDICIONADOR	NIVEA	180	20340	reconstruccion
PC	CABELLO	ACONDICIONADOR	NIVEA	200	20598	reparacion
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20722	Acondicionado 7
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20726	Acondicionado 7
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20474	Acondicionador 1
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20480	Acondicionador 1
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20669	Acondicionador 10
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20794	Acondicionador 11
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20589	Acondicionador 11
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20872	Acondicionador 12
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20602	Acondicionador 13
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	21059	Acondicionador 14
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20771	Acondicionador 3
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	200	20677	Acondicionador 4
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20438	Acondicionador 4
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20443	Acondicionador 4
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	400	20381	Acondicionador 5
PC	CABELLO	ACONDICIONADOR	SHAMPOO1	750	20372	Acondicionador 5
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	21012	Keratina lacios
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	350	20551	Manzana
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20159	Manzana
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20170	Palta
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	300	20648	Vainilla
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20059	Vainilla
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	300	20630	abejas
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20061	abejas
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20257	aloe
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20154	aloe y te verde
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	21072	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20094	jazmines
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20223	jengibre
PC	CABELLO	ACONDICIONADOR	SHAMPOO2	930	20080	pera
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20403	Bomba 1
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20436	Bomba 1
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20306	Bomba 1
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20348	Bomba 1
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20603	Bomba 2
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20537	Bomba 2
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20633	Bomba 2
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20822	Bomba 3
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20746	Bomba 3
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20795	Bomba 3
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20324	Bomba 5
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20291	Bomba 5
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20364	Bomba 6
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21093	Brillo Radiante
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20467	Cremiento Acelerado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20420	Cremiento Acelerado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20446	Cremiento Acelerado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20528	Desintoxicante
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20499	Desintoxicante
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20516	Desintoxicante
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	10	20303	PH balanceado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20187	PH balanceado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20145	PH balanceado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20198	PH balanceado
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20167	Restauracion Raiz
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20707	Restauracion Raiz
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20623	Sabor 8
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20230	Sabor 9
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20511	abejas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20461	abejas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20492	abejas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	21127	aloe vera
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	21103	aloe vera
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	21123	aloe vera
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20184	balance perfecto
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20643	balance perfecto
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21086	boba argan
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	10	20282	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20188	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20155	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20193	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20215	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20634	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	930	21186	ceramidas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21102	hidratacion
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	170	21105	hidratacion
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20540	hidroesferas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20527	hidroesferas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20553	hidroesferas
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20284	liso total
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20251	liso total
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20269	liso total
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	10	20450	restauracion
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20292	restauracion
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20226	restauracion
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20252	restauracion
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20338	rulos vitales
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20327	rulos vitales
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20383	rulos vitales
PC	CABELLO	ACONDICIONADOR	VICHY	250	21261	Sabor 1
PC	CABELLO	ACONDICIONADOR	VICHY	250	21246	Sabor 2
PC	CABELLO	ACONDICIONADOR	VICHY	250	21262	Sabor 3
PC	CABELLO	ACONDICIONADOR	VICHY	250	21256	Sabor 4
PC	CABELLO	Acond Bebe	NIVEA	200	20783	Acondicinador Bebe
PC	CABELLO	Acond Mujer	NIVEA	200	20876	Cabello anti caída
PC	CABELLO	Acond Mujer	NIVEA	400	20662	Crecimiento cabello
PC	CABELLO	Acond Mujer	NIVEA	400	20673	Desintoxicante
PC	CABELLO	Acond Mujer	NIVEA	200	20571	Micelar
PC	CABELLO	Acond Mujer	NIVEA	400	20290	Micelar
PC	CABELLO	Acond Mujer	NIVEA	400	20368	Micelar
PC	CABELLO	Acond Mujer	NIVEA	400	20703	Nueva vida
PC	CABELLO	Acond Mujer	NIVEA	180	20631	Reparacion Delicada
PC	CABELLO	Acond Mujer	NIVEA	200	20815	Reparacion Delicada
PC	CABELLO	Acond Mujer	NIVEA	400	20343	Reparacion Delicada
PC	CABELLO	Acond Mujer	NIVEA	750	20915	Reparacion Delicada
PC	CABELLO	Acond Mujer	NIVEA	200	20534	Salvataje
PC	CABELLO	Acond Mujer	NIVEA	400	20444	Salvataje
PC	CABELLO	Acond Mujer	NIVEA	750	20766	Salvataje
PC	CABELLO	Acond Mujer	NIVEA	200	20867	Salvataje total
PC	CABELLO	Acond Mujer	NIVEA	400	20734	Salvataje total
PC	CABELLO	Acond Mujer	NIVEA	750	20934	Salvataje total
PC	CABELLO	Acond Mujer	NIVEA	400	20417	fortalicimiento raices
PC	CABELLO	Acond Mujer	NIVEA	200	20434	hidratacion profunda
PC	CABELLO	Acond Mujer	NIVEA	750	20738	hidratacion profunda
PC	CABELLO	Acond Mujer	NIVEA	200	20401	oleo
PC	CABELLO	Acond Mujer	NIVEA	400	20256	oleo
PC	CABELLO	Acond Mujer	NIVEA	750	20469	oleo
PC	CABELLO	Acond Mujer	NIVEA	400	20748	oleo plus
PC	CABELLO	Acond Mujer	NIVEA	750	20909	oleo plus
PC	CABELLO	Acond Mujer	NIVEA	200	20955	proteccion
PC	CABELLO	Acond Mujer	NIVEA	400	20869	proteccion
PC	CABELLO	Acond Mujer	NIVEA	10	20879	reconstruccion
PC	CABELLO	Acond Mujer	NIVEA	200	20330	reconstruccion
PC	CABELLO	Acond Mujer	NIVEA	400	20212	reconstruccion
PC	CABELLO	Acond Mujer	NIVEA	750	20335	reconstruccion
PC	CABELLO	Acond Mujer	NIVEA	930	21175	reconstruccion
PC	CABELLO	Acond Mujer	NIVEA	400	20727	reconstruccion plus
PC	CABELLO	Acond Mujer	NIVEA	750	20833	reconstruccion plus
PC	CABELLO	DETOX	SHAMPOO1	400	20578	Acondicionador 3
PC	CABELLO	DETOX	SHAMPOO1	750	20532	Acondicionador 3
PC	CABELLO	NUTRICION	NIVEA	200	20541	Micelar
PC	CABELLO	NUTRICION	NIVEA	400	20351	Micelar
PC	CABELLO	Niños	SHAMPOO2	200	20980	Niños 3 en 1
PC	CABELLO	Niños	SHAMPOO2	350	20927	Niños 3 en 1
PC	CABELLO	Niños	SHAMPOO2	350	20497	Niños cereza
PC	CABELLO	Niños	SHAMPOO2	350	20465	Niños manzana
PC	CABELLO	Niños	SHAMPOO2	350	20625	Niños sandia
PC	CABELLO	POST WASH	NIVEA	100	21130	oleo
PC	CABELLO	POST WASH	SHAMPOO1	200	21076	Gel 1
PC	CABELLO	POST WASH	SHAMPOO1	200	20960	Gel 2
PC	CABELLO	POST WASH	SHAMPOO1	400	20931	Mascara 1
PC	CABELLO	POST WASH	SHAMPOO1	400	20989	Mascara 2
PC	CABELLO	POST WASH	SHAMPOO1	400	20903	Mascara 3
PC	CABELLO	POST WASH	SHAMPOO1	400	20850	Mascara 4
PC	CABELLO	POST WASH	SHAMPOO1	200	21219	Mousse 1
PC	CABELLO	POST WASH	SHAMPOO1	100	21124	Oleo 1
PC	CABELLO	POST WASH	SHAMPOO1	200	21077	Peinado 1
PC	CABELLO	POST WASH	SHAMPOO1	200	21063	Peinado 2
PC	CABELLO	POST WASH	SHAMPOO1	400	21162	Peinado 4
PC	CABELLO	POST WASH	SHAMPOO1	150	21282	Splay 2
PC	CABELLO	POST WASH	SHAMPOO1	300	21174	Spray 1
PC	CABELLO	POST WASH	SHAMPOO1	420	21083	Spray 1
PC	CABELLO	POST WASH	SHAMPOO1	200	20629	hidratacion
PC	CABELLO	POST WASH	SHAMPOO1	400	20380	hidratacion
PC	CABELLO	POST WASH	SHAMPOO1	750	20404	hidratacion
PC	CABELLO	POST WASH	SHAMPOO3	300	21117	Desintoxicante
PC	CABELLO	POST WASH	SHAMPOO3	300	21150	Mascara capilar hidratacion
PC	CABELLO	POST WASH	SHAMPOO3	300	21137	Mascara capilar nutricion
PC	CABELLO	POST WASH	SHAMPOO3	300	21108	Mascara capilar sanacion
PC	CABELLO	POST WASH	SHAMPOO3	300	20841	Peinado Argan
PC	CABELLO	POST WASH	SHAMPOO3	300	20655	Peinado Cabello Liso
PC	CABELLO	POST WASH	SHAMPOO3	300	20640	Peinado Ceramidas
PC	CABELLO	POST WASH	SHAMPOO3	135	21007	Peinado Rulos pefectos
PC	CABELLO	POST WASH	SHAMPOO3	300	20353	Peinado Rulos pefectos
PC	CABELLO	POST WASH	SHAMPOO3	300	21009	Peinado Vital
PC	CABELLO	POST WASH	SHAMPOO3	300	20787	Peinado Zen
PC	CABELLO	POST WASH	SHAMPOO3	150	21213	Peine ceramidas
PC	CABELLO	POST WASH	SHAMPOO3	150	21210	Rulos
PC	CABELLO	POST WASH	SHAMPOO3	400	21002	Tratamiento Intensivo
PC	CABELLO	POST WASH	SHAMPOO3	150	21198	lisos
PC	CABELLO	SHAMPOO	CAPILATIS	200	20745	Anti Smog
PC	CABELLO	SHAMPOO	CAPILATIS	400	20910	Anti Smog
PC	CABELLO	SHAMPOO	CAPILATIS	200	20606	Caida Cabello
PC	CABELLO	SHAMPOO	CAPILATIS	400	20482	Caida Cabello
PC	CABELLO	SHAMPOO	CAPILATIS	400	20698	Caida Severa
PC	CABELLO	SHAMPOO	CAPILATIS	200	20713	Desintoxicante
PC	CABELLO	SHAMPOO	CAPILATIS	400	20596	Desintoxicante
PC	CABELLO	SHAMPOO	CAPILATIS	200	20579	Ligero, uso diario
PC	CABELLO	SHAMPOO	CAPILATIS	400	20470	Ligero, uso diario
PC	CABELLO	SHAMPOO	CAPILATIS	200	20656	Polo Norte
PC	CABELLO	SHAMPOO	CAPILATIS	400	20560	Polo Norte
PC	CABELLO	SHAMPOO	NIVEA	200	20819	Caida Cabello
