cat1	cat2	cat3	brand	sku_size	product_id
FOODS	ADEREZOS	Mayonesa	NATURA	240	20004
FOODS	ADEREZOS	Mayonesa	NATURA	475	20003
FOODS	ADEREZOS	Mayonesa	NATURA	950	20019
FOODS	ADEREZOS	Mayonesa	NATURA	475	20501
FOODS	ADEREZOS	Mayonesa	NATURA	330	20394
FOODS	ADEREZOS	Mayonesa	NATURA	120	20005
FOODS	ADEREZOS	Mayonesa	NATURA	330	20379
FOODS	ADEREZOS	Mayonesa	NATURA	250	20264
FOODS	ADEREZOS	Mayonesa	NATURA	475	20207
FOODS	ADEREZOS	Mayonesa	NATURA	1000	20322
FOODS	ADEREZOS	Mayonesa	NATURA	120	20796
FOODS	ADEREZOS	Aji Picante	NATURA	240	20609
FOODS	ADEREZOS	Barbacoa	NATURA	500	20503
FOODS	ADEREZOS	Barbacoa	NATURA	400	20325
FOODS	ADEREZOS	Chimichurri	NATURA	350	20797
FOODS	ADEREZOS	Barbacoa	NATURA	250	20266
FOODS	ADEREZOS	Salsa Golf	NATURA	125	20289
FOODS	ADEREZOS	Salsa Golf	NATURA	240	20146
FOODS	ADEREZOS	Salsa Golf	NATURA	350	20512
PC	DEOS	Aero	DEOS2	100	20583
PC	DEOS	Aero	DEOS2	100	20725
PC	DEOS	Aero	DEOS2	100	21089
PC	DEOS	Aero	DEOS2	110	21111
PC	DEOS	Aero	DEOS2	60	21193
PC	DEOS	Aero	DEOS2	60	20840
PC	DEOS	Aero	DEOS2	60	20654
PC	DEOS	Aero	DEOS2	60	21114
PC	DEOS	Aero	DEOS2	60	21023
PC	DEOS	Aero	DEOS2	60	21119
PC	DEOS	Aero	DEOS2	60	20849
PC	DEOS	Aero	DEOS2	60	20838
PC	DEOS	Aero	DEOS2	60	20983
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20778
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21215
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20617
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20800
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21081
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	6	20555
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20647
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20271
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20567
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	6	20249
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20278
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20278
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20090
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20781
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	20974
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	5	20846
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21005
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20323
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	6	20152
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20192
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	2	20192
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20037
FOODS	SOPAS Y CALDOS	Caldo Cubo	MAGGI	12	20037
FOODS	SOPAS Y CALDOS	Pure de Tomate	MAGGI	500	20052
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20828
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20925
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21091
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	21172
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	125	20079
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	200	20228
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	125	20216
FOODS	SOPAS Y CALDOS	Pure de Papas	MAGGI	125	20409
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20936
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21160
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20843
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20759
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	21100
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20715
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20863
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20614
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	21143
FOODS	SOPAS Y CALDOS	Baking Bags	MAGGI	15	20664
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21152
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21038
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21088
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20730
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20721
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20860
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20641
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	21045
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	20660
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	10	21287
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21242
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20947
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	12	21247
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21024
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	12	21239
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21234
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20970
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	21016
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	12	21237
FOODS	SOPAS Y CALDOS	Sazonadores	MAGGI	4	20847
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	12	21220
FOODS	SOPAS Y CALDOS	Caldos Granulados	MAGGI	4	20812
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20398
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20813
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20729
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20670
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20868
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21015
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21030
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21046
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20429
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21113
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21182
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20416
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21122
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20601
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20586
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20685
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20422
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20449
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20675
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	500	20987
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	500	20907
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21067
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20665
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20984
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20991
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20678
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20636
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20561
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20663
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20765
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20773
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20597
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20428
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20418
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20490
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	20509
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20234
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20350
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21064
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21099
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	5	21075
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20265
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20302
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	20305
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20136
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	20948
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21032
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21151
FOODS	SOPAS Y CALDOS	Salsas Dry	MAGGI	10	21131
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20105
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20194
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20105
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	200	20435
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20048
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	200	20173
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20077
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20360
FOODS	SOPAS Y CALDOS	Salsas Wet	MAGGI	350	20169
FOODS	SOPAS Y CALDOS	Dishes	MAGGI	8	20852
FOODS	SOPAS Y CALDOS	Sopas	MAGGI	10	21120
HC	PROFESIONAL	ACONDICIONADOR	FRANCIA	5000	21018
HC	PROFESIONAL	JABON LIQUIDO	FRANCIA	5000	20993
HC	PROFESIONAL	JABON LIQUIDO	FRANCIA	5000	20764
HC	PROFESIONAL	SHAMPOO	FRANCIA	5000	20992
PC	PIEL2	LIQUIDOS	ESPADOL	225	21049
PC	PIEL2	LIQUIDOS	ESPADOL	220	20821
PC	PIEL2	LIQUIDOS	ESPADOL	220	20702
PC	PIEL2	BARRAS	ESPADOL	375	20804
PC	PIEL2	BARRAS	ESPADOL	125	20676
PC	PIEL2	BARRAS	ESPADOL	375	20568
PC	PIEL2	BARRAS	ESPADOL	125	20825
PC	PIEL2	BARRAS	ESPADOL	125	20644
PC	PIEL2	BARRAS	ESPADOL	375	20517
PC	PIEL2	PACKS	ESPADOL	270	21147
PC	PIEL2	PACKS	ESPADOL	270	21173
PC	PIEL2	LIQUIDOS	ESPADOL	250	20994
PC	PIEL2	BARRAS	ESPADOL	125	20944
PC	PIEL2	BARRAS	ESPADOL	375	20905
REF	TE	Frutas	TWININGS	20	21271
REF	TE	Hierbas	TWININGS	20	21218
REF	TE	Especial	TWININGS	10	21257
REF	TE	Especial	TWININGS	20	21181
REF	TE	Especial	TWININGS	10	21255
REF	TE	Especial	TWININGS	20	21170
REF	TE	Hierbas	TWININGS	20	21202
REF	TE	Frutas	TWININGS	20	21264
REF	TE	Verde	TWININGS	20	21192
REF	TE	Azul	TWININGS	20	20982
REF	TE	Azul	TWININGS	10	21161
REF	TE	Verde	TWININGS	20	21222
REF	TE	Azul	TWININGS	225	21185
HC	HOGAR	Repelente	OFF	165	20741
HC	HOGAR	Repelente	OFF	165	20657
PC	CABELLO	Styling	GOMINA	150	20231
PC	CABELLO	Styling	GOMINA	280	20317
PC	CABELLO	Styling	GOMINA	150	20624
PC	PIEL2	LIQUIDOS	JABON1	250	21047
PC	PIEL2	LIQUIDOS	JABON1	250	21041
PC	PIEL2	LIQUIDOS	JABON1	250	21056
PC	PIEL2	LIQUIDOS	JABON1	250	21022
PC	PIEL2	BARRAS	JABON1	125	20391
PC	PIEL2	BARRAS	JABON1	375	20392
PC	PIEL2	BARRAS	JABON1	125	20369
PC	PIEL2	BARRAS	JABON1	375	20245
PC	PIEL2	BARRAS	JABON1	125	20258
PC	PIEL2	BARRAS	JABON1	375	20318
PC	PIEL2	BARRAS	JABON1	125	20339
PC	PIEL2	LIQUIDOS	JABON1	250	21029
PC	PIEL2	LIQUIDOS	JABON1	250	21019
PC	PIEL2	LIQUIDOS	JABON1	250	20988
PC	PIEL2	BARRAS	JABON1	375	20550
PC	PIEL2	BARRAS	JABON1	125	20581
PC	PIEL2	BARRAS	JABON1	375	20274
PC	PIEL2	BARRAS	JABON1	125	20294
PC	PIEL2	BARRAS	JABON1	375	20331
PC	PIEL2	BARRAS	JABON1	125	20347
HC	PROFESIONAL	Jabon Hotel	JABON1	15	20928
FOODS	OTROS	Almidon	HARINAMA	500	20086
FOODS	OTROS	Almidon	HARINAMA	215	20096
FOODS	OTROS	Granolas	HARINAMA	35	21188
FOODS	OTROS	Granolas	HARINAMA	270	21043
FOODS	OTROS	Granolas	HARINAMA	200	21011
FOODS	OTROS	Granolas	HARINAMA	35	21206
FOODS	OTROS	Granolas	HARINAMA	270	21031
FOODS	OTROS	Granolas	HARINAMA	200	20979
FOODS	OTROS	Galletitas	HARINAMA	180	20975
FOODS	OTROS	Galletitas	HARINAMA	180	20995
FOODS	OTROS	Galletitas	HARINAMA	180	20962
FOODS	OTROS	Granolas	HARINAMA	180	21250
FOODS	OTROS	Granolas	HARINAMA	250	21258
FOODS	OTROS	Granolas	HARINAMA	180	21251
FOODS	OTROS	Granolas	HARINAMA	250	21254
FOODS	OTROS	Pastas	HARINAMA	400	20940
FOODS	OTROS	Pastas	HARINAMA	400	20964
FOODS	OTROS	Pastas	HARINAMA	400	20929
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20689
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20558
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20798
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20817
FOODS	OTROS	Bizcochuelo	HARINAMA	500	20835
PC	CABELLO	ACONDICIONADOR	VICHY	250	21261
PC	CABELLO	ACONDICIONADOR	VICHY	250	21246
PC	CABELLO	ACONDICIONADOR	VICHY	250	21262
PC	CABELLO	ACONDICIONADOR	VICHY	250	21256
PC	CABELLO	SHAMPOO	VICHY	250	21263
PC	CABELLO	SHAMPOO	VICHY	250	21244
PC	CABELLO	SHAMPOO	VICHY	250	21259
PC	CABELLO	SHAMPOO	VICHY	250	21248
PC	DEOS	Aero	DEOS3	150	20533
PC	DEOS	Aero	DEOS3	100	20424
PC	DEOS	Aero	DEOS3	150	20926
PC	DEOS	Aero	DEOS3	150	20667
PC	DEOS	Aero	DEOS3	150	20923
PC	DEOS	Aero	DEOS3	150	20618
PC	DEOS	Aero	DEOS3	100	20484
PC	DEOS	Aero	DEOS3	100	20432
PC	DEOS	Aero	DEOS3	100	20505
PC	DEOS	Aero	DEOS3	50	21190
PC	DEOS	Aero	DEOS3	50	21280
PC	DEOS	Aero	DEOS3	50	21224
PC	DEOS	Aero	DEOS3	50	21200
PC	PIEL1	Cara	LANCOME	300	21074
PC	PIEL1	Cara	LANCOME	200	21070
PC	PIEL1	Cara	LANCOME	200	20865
PC	PIEL1	Cuerpo	LANCOME	100	20957
PC	PIEL1	Cuerpo	LANCOME	50	21055
PC	PIEL1	Cara	LANCOME	100	20882
PC	PIEL1	Cara	LANCOME	50	21062
PC	PIEL1	Cara	LANCOME	50	21057
PC	PIEL1	Cara	LANCOME	100	21149
PC	PIEL1	Cara	LANCOME	50	21028
PC	PIEL1	Cara	LANCOME	100	20885
PC	PIEL1	Cara	LANCOME	100	20937
PC	PIEL1	Cara	LANCOME	50	21080
PC	PIEL1	Cara	LANCOME	100	20801
PC	PIEL1	Cara	LANCOME	50	20976
PC	PIEL1	Cara	LANCOME	30	20998
PC	PIEL1	Cara	LANCOME	50	21208
PC	PIEL1	Cara	LANCOME	220	21163
PC	PIEL1	Cara	LANCOME	220	21135
PC	PIEL1	Cara	LANCOME	200	20862
PC	PIEL1	Cara	LANCOME	200	21116
PC	PIEL1	Cara	LANCOME	200	21232
PC	PIEL1	Cara	LANCOME	30	21010
PC	PIEL1	Cara	LANCOME	30	20939
PC	PIEL1	Cara	LANCOME	30	21140
PC	PIEL1	Cara	LANCOME	30	21112
PC	PIEL2	Alcohol	DEOS1	75	20921
PC	DEOS	Aero	DEOS1	55	20935
HC	PROFESIONAL	Alcohol en Gel	DEOS1	5000	21017
PC	PIEL2	Alcohol en Gel	DEOS1	300	20875
PC	PIEL2	Alcohol en Gel	DEOS1	225	21166
PC	PIEL2	Alcohol en Gel	DEOS1	225	21134
PC	PIEL2	Alcohol en Gel	DEOS1	60	21104
PC	PIEL2	Alcohol en Gel	DEOS1	125	20871
PC	DEOS	Talco	DEOS1	60	20111
PC	DEOS	Aero	DEOS1	90	20272
PC	DEOS	Aero	DEOS1	90	20255
PC	DEOS	Aero	DEOS1	55	21036
PC	DEOS	Aero	DEOS1	55	20999
PC	DEOS	Aero	DEOS1	90	20354
PC	DEOS	Aero	DEOS1	100	20891
PC	DEOS	Talco	DEOS1	90	20646
PC	DEOS	Aero	DEOS1	90	20407
PC	DEOS	Aero	DEOS1	90	20627
PC	DEOS	Aero	DEOS1	90	20276
PC	DEOS	Aero	DEOS1	90	20320
PC	DEOS	Aero	DEOS1	150	20695
PC	DEOS	Aero	DEOS1	55	20965
PC	DEOS	Aero	DEOS1	90	20858
PC	DEOS	Aero	DEOS1	90	20300
PC	DEOS	Aero	DEOS1	90	20296
PC	DEOS	Aero	DEOS1	90	20307
PC	DEOS	Aero	DEOS1	90	20411
PC	DEOS	Talco	DEOS1	90	20382
PC	DEOS	Aero	DEOS1	90	20650
PC	DEOS	Talco	DEOS1	90	20542
PC	DEOS	NoAero	DEOS1	50	20878
PC	DEOS	NoAero	DEOS1	50	20986
PC	DEOS	NoAero	DEOS1	50	20949
PC	DEOS	NoAero	DEOS1	50	20749
PC	DEOS	Aero	DEOS1	50	21179
PC	DEOS	Aero	DEOS1	50	21092
PC	DEOS	NoAero	DEOS1	50	21097
PC	DEOS	NoAero	DEOS1	50	20820
PC	DEOS	NoAero	DEOS1	50	20735
PC	DEOS	NoAero	DEOS1	50	20739
PC	DEOS	NoAero	DEOS1	50	20701
PC	DEOS	NoAero	DEOS1	50	20600
PC	DEOS	NoAero	DEOS1	50	20823
PC	DEOS	NoAero	DEOS1	50	20756
PC	DEOS	NoAero	DEOS1	50	21014
PC	DEOS	NoAero	DEOS1	50	21110
PC	DEOS	NoAero	DEOS1	50	20761
PC	DEOS	Pies Aero	DEOS1	150	20917
PC	DEOS	Pies Talco	DEOS1	100	20402
PC	DEOS	Pies NoAero	DEOS1	100	20709
PC	DEOS	Pies Talco	DEOS1	100	20120
PC	DEOS	Pies Talco	DEOS1	200	20132
PC	DEOS	Aero	DEOS1	90	20762
PC	PIEL2	Jabon Regular	DEOS1	375	20123
PC	PIEL2	Jabon Regular	DEOS1	125	20139
PC	PIEL2	Jabon Antibacterial	DEOS1	90	20700
PC	PIEL2	Jabon Antibacterial	DEOS1	90	20574
PC	PIEL2	Jabon Antibacterial	DEOS1	270	20552
PC	PIEL2	Jabon Regular	DEOS1	375	20093
PC	PIEL2	Jabon Regular	DEOS1	125	20134
PC	PIEL2	Jabon Regular	DEOS1	180	20687
PC	PIEL2	Jabon Regular	DEOS1	375	20101
PC	PIEL2	Jabon Regular	DEOS1	125	20133
PC	PIEL2	Jabon Regular	DEOS1	375	20451
PC	PIEL2	Jabon Regular	DEOS1	125	20545
PC	PIEL2	Jabon Glicerina	DEOS1	90	20827
PC	PIEL2	Jabon Glicerina	DEOS1	270	20774
PC	PIEL2	Jabon Glicerina	DEOS1	90	20772
PC	PIEL2	Jabon Glicerina	DEOS1	270	20732
PC	PIEL2	Jabon Glicerina	DEOS1	90	20674
PC	PIEL2	Jabon Glicerina	DEOS1	270	20592
PC	PIEL2	Jabon Regular	DEOS1	220	20870
PC	PIEL2	Jabon Antibacterial	DEOS1	220	20758
PC	PIEL2	Jabon Antibacterial	DEOS1	250	21037
PC	PIEL2	Jabon Antibacterial	DEOS1	250	21001
PC	PIEL2	Jabon Antibacterial	DEOS1	250	20990
PC	PIEL2	Jabon Regular	DEOS1	220	20706
PC	PIEL2	Jabon Regular	DEOS1	250	21065
PC	PIEL2	Jabon Regular	DEOS1	220	20802
PC	PIEL2	Jabon Antibacterial	DEOS1	400	20950
PC	PIEL2	Jabon Regular	DEOS1	375	20106
PC	PIEL2	Jabon Regular	DEOS1	125	20140
PC	PIEL2	Jabon Regular	DEOS1	180	20692
PC	PIEL2	Jabon Regular	DEOS1	375	20081
PC	PIEL2	Jabon Regular	DEOS1	125	20125
PC	DEOS	Aero	DEOS1	110	20966
PC	DEOS	Aero	DEOS1	90	20235
PC	DEOS	Aero	DEOS1	90	20694
PC	DEOS	NoAero	DEOS1	50	20810
PC	DEOS	NoAero	DEOS1	50	21058
PC	DEOS	NoAero	DEOS1	50	21096
PC	DEOS	NoAero	DEOS1	50	21129
PC	PIEL2	Antibacterial	DEOS1	90	21197
PC	DEOS	Pies Talco	DEOS1	200	20337
PC	DEOS	Aero	DEOS1	110	20859
PC	DEOS	Aero	DEOS1	90	20362
PC	DEOS	Aero	DEOS1	90	20608
PC	DEOS	Aero	DEOS1	55	21090
PC	DEOS	Aero	DEOS1	90	20316
PC	DEOS	NoAero	DEOS1	50	21050
PC	DEOS	NoAero	DEOS1	50	20961
PC	DEOS	NoAero	DEOS1	50	20672
FOODS	ADEREZOS	Mayonesa	MAJESTA	120	20270
FOODS	ADEREZOS	Ketchup	MAJESTA	240	20299
FOODS	ADEREZOS	Mayonesa	MAJESTA	250	20161
FOODS	ADEREZOS	Mayonesa	MAJESTA	475	20107
FOODS	ADEREZOS	Mayonesa	MAJESTA	1000	20175
FOODS	ADEREZOS	Mayonesa	MAJESTA	340	20506
FOODS	ADEREZOS	Mostaza	MAJESTA	240	20328
FOODS	ADEREZOS	Salsa Golf	MAJESTA	240	20471
FOODS	ADEREZOS	Mostaza	MOSTAZA1	180	21154
FOODS	ADEREZOS	Mostaza	MOSTAZA1	180	21146
FOODS	ADEREZOS	Mostaza	MOSTAZA1	275	20884
FOODS	ADEREZOS	Mostaza	MOSTAZA1	220	20684
FOODS	ADEREZOS	Mostaza	MOSTAZA1	370	20250
FOODS	ADEREZOS	Mostaza	MOSTAZA1	240	20023
FOODS	ADEREZOS	Mostaza	MOSTAZA1	60	20100
FOODS	ADEREZOS	Mostaza	MOSTAZA1	500	20078
FOODS	ADEREZOS	Mostaza	MOSTAZA1	60	20100
FOODS	ADEREZOS	Mostaza	MOSTAZA1	200	20211
FOODS	ADEREZOS	Mostaza	MOSTAZA1	180	21144
FOODS	ADEREZOS	Mostaza	MOSTAZA1	250	20668
FOODS	ADEREZOS	Mostaza	MOSTAZA1	200	20375
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20403
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20436
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20306
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20348
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20603
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20537
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20633
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20822
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20746
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20795
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20623
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20324
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20230
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20291
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20364
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	21127
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	21103
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	21123
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20188
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20155
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20193
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20215
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20634
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	930	21186
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20184
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20643
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20540
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20527
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20553
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20251
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20284
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20269
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20167
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20707
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	10	20282
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20187
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	300	20145
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20198
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	10	20303
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20467
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20420
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20446
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20492
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20511
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20461
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20528
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20516
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20499
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	10	20450
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20292
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20226
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20252
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	200	20338
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	350	20327
PC	CABELLO	ACONDICIONADOR	SHAMPOO3	650	20383
PC	CABELLO	POST WASH	SHAMPOO3	300	20841
PC	CABELLO	POST WASH	SHAMPOO3	300	20640
PC	CABELLO	POST WASH	SHAMPOO3	300	21009
PC	CABELLO	POST WASH	SHAMPOO3	300	20655
PC	CABELLO	POST WASH	SHAMPOO3	300	20787
PC	CABELLO	POST WASH	SHAMPOO3	135	21007
PC	CABELLO	POST WASH	SHAMPOO3	300	20353
